"userid";"contentid";"score"
"user48";2456069;4.0
"user48";2456069;4.0
"user48";2504209;3.0
"user48";2504209;5.0
"user48";2504209;4.0
"user48";704506;3.0
"user48";704506;5.0
"user48";704506;2.0
"user48";704506;2.0
"user48";1993515;4.0
"user48";1993515;1.0
"user48";1993515;3.0
"user48";1993515;1.0
"user48";1014477;1.0
"user48";1014477;5.0
"user48";1014477;5.0
"user48";2520721;5.0
"user48";2520721;3.0
"user48";2520721;4.0
"user48";2454017;1.0
"user48";2454017;5.0
"user48";2454017;2.0
"user48";2454017;5.0
"user48";486625;2.0
"user48";486625;5.0
"user48";486625;4.0
"user48";486625;3.0
"user48";987609;4.0
"user48";987609;2.0
"user48";126488;4.0
"user48";2520674;5.0
"user48";2520674;3.0
"user48";130243;2.0
"user48";130243;3.0
"user48";130243;4.0
"user48";130243;3.0
"user49";130630;3.0
"user49";130630;1.0
"user49";1030695;4.0
"user49";1030695;1.5
"user49";2520800;3.5
"user49";2520800;3.0
"user49";142033;1.0
"user49";142033;1.0
"user49";142033;2.5
"user49";2025174;3.0
"user49";1964922;2.0
"user49";1964922;2.0
"user49";1964922;3.0
"user49";1964922;2.0
"user49";2486339;2.0
"user49";2486339;1.5
"user49";2486339;4.0
"user49";1957600;2.0
"user49";1957600;3.0
"user49";2524209;4.0
"user49";1073801;4.5
"user49";130306;3.0
"user49";130306;3.0
"user49";130306;2.0
"user49";2402981;5.0
"user49";2402981;2.0
"user49";2402981;1.0
"user49";2402981;2.5
"user49";987974;3.0
"user49";2484219;4.0
"user49";2484219;4.0
"user49";2484219;5.0
"user49";2484219;3.0
"user49";132515;4.0
"user49";132515;2.0
"user49";1304425;1.5
"user49";1304425;4.0
"user49";1304425;3.0
"user49";2492348;1.0
"user49";2492348;5.0
"user49";130968;3.0
"user49";130968;1.0
"user49";130968;2.0
"user49";126912;2.0
"user49";126912;5.0
"user49";1409390;1.0
"user49";1409390;5.0
"user49";1409390;1.0
"user49";1409390;1.0
"user49";1409390;5.0
"user49";2520657;5.0
"user49";2520657;3.0
"user49";2520657;1.0
"user49";2520657;1.0
"user49";2500229;3.0
"user49";756594;1.0
"user49";756594;1.0
"user49";756594;4.0
"user49";2500121;1.0
"user49";2500121;3.0
"user49";2500121;5.0
"user49";2500121;1.0
"user49";1036894;1.0
"user49";1036894;2.0
"user49";1036894;4.0
"user49";1036894;3.0
"user49";1036894;3.0
"user49";2502527;2.0
"user49";2355791;3.0
"user49";2355791;2.0
"user49";2355791;4.5
"user49";131316;5.0
"user49";131316;4.0
"user50";2520919;1.0
"user50";2492871;4.0
"user50";2492871;3.0
"user50";2492871;4.0
"user50";2492871;4.5
"user50";660640;5.0
"user50";660640;1.0
"user50";660640;5.0
"user50";660640;4.0
"user50";1420642;5.0
"user50";1420642;3.0
"user50";1420642;3.0
"user50";1420642;1.0
"user50";129814;5.0
"user50";129814;1.0
"user50";129814;1.0
"user50";2520663;3.0
"user50";2503561;2.0
"user50";1276136;5.0
"user50";1276136;2.0
"user50";1276136;5.0
"user50";1276136;1.5
"user50";1276136;1.0
"user50";264133;3.0
"user50";264133;1.0
"user50";264133;5.0
"user50";264133;2.0
"user50";264133;5.0
"user50";987779;3.0
"user50";987779;2.0
"user50";987779;3.0
"user50";987779;4.0
"user50";1592837;1.0
"user50";1592837;4.0
"user50";1592837;1.0
"user50";1592837;3.0
"user50";130722;2.0
"user50";130722;3.0
"user50";130722;5.0
"user50";1014760;4.5
"user50";1014760;1.0
"user50";1196867;2.0
"user50";1196867;3.0
"user50";1196867;2.0
"user50";1196867;1.0
"user50";1196867;4.0
"user50";1937544;1.0
"user50";1937544;2.0
"user50";1937544;5.0
"user50";1937544;1.0
"user50";1937544;3.0
"user50";2378911;2.0
"user50";2378911;5.0
"user50";2520829;5.0
"user50";2520829;3.0
"user50";2520829;5.0
"user50";2520847;4.0
"user50";2520847;1.0
"user50";2520847;3.0
"user50";129814;1.5
"user50";2452842;4.0
"user50";2452842;1.0
"user50";2452842;2.0
"user50";2452842;2.0
"user50";2452842;1.0
"user50";130932;2.0
"user50";130932;5.0
"user50";130932;4.0
"user50";130932;4.0
"user50";1013415;4.0
"user50";250360;4.0
"user50";250360;1.0
"user50";250360;3.0
"user50";250360;2.0
"user50";250360;3.0
"user50";131533;5.0
"user50";131533;4.0
"user50";2521042;1.0
"user50";2521042;1.0
"user50";2521052;3.0
"user50";2521052;2.0
"user50";2521052;2.0
"user50";2510028;5.0
"user50";2510028;5.0
"user50";2510028;4.0
"user50";2510028;4.0
"user50";2510028;2.0
"user50";315921;1.0
"user50";315921;1.0
"user51";2520674;2.0
"user51";2520674;1.0
"user51";2520674;3.0
"user51";2520674;3.0
"user51";2520815;1.0
"user51";2520815;3.0
"user51";2520815;1.0
"user51";2520815;4.0
"user51";2520991;4.0
"user51";2520991;5.0
"user51";1030365;2.0
"user51";1030365;1.0
"user51";1030365;4.0
"user51";2520989;5.0
"user51";2520989;2.0
"user51";2520989;4.5
"user51";2520989;3.0
"user51";2520989;2.0
"user51";127220;2.0
"user51";127220;1.0
"user51";2521076;3.0
"user51";2521076;4.0
"user51";1304563;1.0
"user51";1304563;4.0
"user51";1304563;5.0
"user51";1304563;2.0
"user51";141363;5.0
"user51";141363;1.0
"user51";1159762;3.0
"user51";1159762;3.0
"user51";1159762;4.0
"user51";1159762;2.0
"user51";1022243;4.0
"user51";1022243;5.0
"user51";1022243;4.0
"user51";1022243;3.0
"user51";1022243;1.5
"user51";1839936;2.0
"user51";1839936;3.0
"user51";1839936;5.0
"user51";1839936;2.0
"user51";1839936;1.0
"user51";2520691;1.0
"user51";2520691;2.0
"user51";2520691;1.0
"user51";2520691;3.0
"user51";2520691;5.0
"user51";970636;4.0
"user51";1829589;5.0
"user51";1829589;2.0
"user51";2487791;1.0
"user51";2487791;1.0
"user51";2487791;2.0
"user51";2487791;3.0
"user51";2487791;2.0
"user51";2452799;2.0
"user51";130932;4.0
"user51";130932;5.0
"user51";126489;3.0
"user51";126489;4.0
"user51";126489;5.0
"user51";126489;2.0
"user51";126489;4.0
"user51";805403;3.0
"user51";805403;5.0
"user51";805403;3.0
"user51";805403;5.0
"user51";805403;2.5
"user52";2520883;1.0
"user52";2520883;3.5
"user52";2520883;3.0
"user52";127308;5.0
"user52";127308;4.0
"user52";2535005;5.0
"user52";2535005;1.0
"user52";2535005;5.0
"user52";2535005;5.0
"user52";1954333;3.0
"user52";1954333;1.0
"user52";1954333;1.0
"user52";1954333;5.0
"user52";2487232;4.0
"user52";2520699;4.0
"user52";2520699;2.0
"user52";2520699;4.0
"user52";2520699;4.0
"user52";2520699;5.0
"user52";1605036;2.0
"user52";1605036;2.0
"user52";129266;2.0
"user52";129266;3.0
"user52";129266;5.0
"user52";129266;4.5
"user52";2520840;2.0
"user52";2520840;2.0
"user52";2520840;3.0
"user52";2520840;4.0
"user52";2520840;2.0
"user52";1030365;2.0
"user52";1030365;3.5
"user52";1030365;5.0
"user52";1030365;3.0
"user52";1030365;5.0
"user52";2520924;4.0
"user52";1287041;1.5
"user52";1287041;4.0
"user52";1287041;4.0
"user52";1287041;4.0
"user52";1287041;3.0
"user52";2520893;1.0
"user52";2520893;5.0
"user52";2520893;1.0
"user52";2520893;5.0
"user52";2520893;2.0
"user52";2520757;1.0
"user52";2520757;3.0
"user52";2520757;4.0
"user52";2520757;5.0
"user52";2453051;1.5
"user52";2453051;4.0
"user52";2453051;4.0
"user52";2453051;3.0
"user52";231938;4.0
"user52";231938;2.0
"user52";231938;5.0
"user52";1101088;3.0
"user52";1101088;3.0
"user52";2520647;1.0
"user52";2520647;5.0
"user52";2520647;3.0
"user52";2520647;5.0
"user52";130070;2.0
"user52";130070;5.0
"user52";130278;1.0
"user52";130278;4.0
"user52";132668;2.0
"user52";128028;5.0
"user52";2001015;5.0
"user52";2001015;2.0
"user52";2001015;4.0
"user52";2001015;3.0
"user52";2001015;4.0
"user52";1847202;2.0
"user52";1847202;3.0
"user52";1847202;1.0
"user52";605445;4.0
"user52";605445;1.0
"user52";605445;4.0
"user52";130067;3.0
"user52";130067;3.0
"user52";130067;2.0
"user52";2520954;4.0
"user52";2520954;2.0
"user52";1828571;5.0
"user52";1828571;5.0
"user53";753994;1.0
"user53";753994;2.0
"user53";753994;4.0
"user53";753994;1.0
"user53";753994;5.0
"user53";2520849;3.0
"user53";2520849;5.0
"user53";2520849;2.5
"user53";2520849;3.0
"user53";130275;5.0
"user53";130275;3.0
"user53";1987320;2.0
"user53";1987320;5.0
"user53";1987320;3.0
"user53";1987320;1.0
"user53";2033285;2.0
"user53";2033285;4.0
"user53";2033285;2.0
"user53";2521036;3.0
"user53";2521036;1.0
"user53";2521036;1.0
"user53";2521036;5.0
"user53";2521036;4.0
"user53";2520721;5.0
"user53";131407;4.0
"user53";131407;2.0
"user53";131407;3.0
"user53";131407;1.0
"user53";989663;5.0
"user53";989663;2.0
"user53";989663;2.0
"user53";863745;2.0
"user53";863745;5.0
"user53";863745;2.0
"user53";863745;5.0
"user53";863745;1.0
"user53";141661;5.0
"user53";141661;5.0
"user53";1196871;4.0
"user53";2520889;1.0
"user53";1304628;1.0
"user53";2520924;1.0
"user53";2520924;5.0
"user53";2520924;3.0
"user53";2520924;4.5
"user53";2520924;1.0
"user53";130951;5.0
"user53";130951;4.0
"user53";130951;1.5
"user53";130951;4.0
"user53";2453179;1.5
"user53";2453179;5.0
"user53";742972;1.0
"user53";742972;3.0
"user53";742972;4.0
"user53";742972;3.0
"user53";2521079;1.0
"user53";2521079;2.5
"user53";2521079;3.0
"user53";2520719;2.5
"user53";2520719;1.0
"user53";2520719;1.0
"user53";2520719;3.0
"user53";2520719;2.0
"user53";2520803;2.5
"user53";2520803;2.0
"user53";2520803;2.0
"user53";2520803;4.5
"user53";2520803;5.0
"user53";1250301;2.0
"user53";1250301;4.0
"user53";1250301;2.0
"user53";1250301;3.5
"user53";1250301;1.0
"user53";2472687;2.0
"user53";2472687;1.0
"user53";2472687;2.0
"user53";2472687;2.0
"user53";2035400;3.0
"user53";2035400;3.0
"user53";2027281;4.5
"user53";2027281;5.0
"user53";2027281;3.0
"user53";132515;4.0
"user53";132515;1.0
"user53";132515;3.0
"user53";250299;1.0
"user53";250299;3.0
"user53";250299;4.0
"user53";250299;4.0
"user54";2433584;5.0
"user54";2433584;2.0
"user54";2433584;4.0
"user54";2433584;1.0
"user54";2433584;4.0
"user54";130574;5.0
"user54";130574;2.0
"user54";130574;5.0
"user54";130574;5.0
"user54";130574;4.0
"user54";2491159;3.0
"user54";2491159;3.5
"user54";2491159;2.0
"user54";2491159;1.0
"user54";126494;3.0
"user54";126494;5.0
"user54";126494;3.0
"user54";1917813;3.0
"user54";1917813;4.0
"user54";1917813;2.0
"user54";1917813;4.0
"user54";1917813;3.0
"user54";250469;5.0
"user54";250469;5.0
"user54";250469;5.0
"user54";250469;5.0
"user54";250469;2.0
"user54";250325;3.0
"user54";250325;5.0
"user54";250325;2.0
"user54";250325;2.5
"user54";1427601;5.0
"user54";1427601;2.0
"user54";1427601;4.0
"user54";1427601;1.0
"user54";1427601;4.0
"user54";2520930;1.0
"user54";2520930;1.0
"user54";2520747;4.0
"user54";2520747;2.0
"user54";2535347;1.5
"user54";2535347;1.0
"user54";2535347;1.0
"user54";130779;4.0
"user54";130779;1.0
"user54";130779;5.0
"user54";130779;4.0
"user54";130779;5.0
"user54";1725608;5.0
"user54";1725608;3.0
"user54";130925;5.0
"user54";130925;5.0
"user54";130925;2.0
"user54";130925;3.0
"user54";650997;1.0
"user54";252528;3.0
"user54";130257;4.5
"user54";130257;1.0
"user54";130257;1.0
"user54";130257;2.0
"user54";130257;1.5
"user54";130939;5.0
"user54";130939;1.0
"user54";130939;2.0
"user54";130939;4.0
"user54";130939;2.0
"user54";1986205;2.0
"user54";1037020;2.0
"user54";1037020;2.0
"user54";130763;2.0
"user54";987770;4.0
"user54";130645;2.0
"user54";130645;5.0
"user54";132219;1.0
"user54";132219;3.0
"user54";132219;5.0
"user54";131008;2.0
"user54";131008;1.0
"user54";131008;4.0
"user54";131008;5.0
"user54";131008;3.0
"user54";130929;3.0
"user54";130929;2.0
"user54";130929;1.5
"user54";130929;4.0
"user55";2500214;2.0
"user55";2500214;2.0
"user55";2500214;5.0
"user55";132207;1.0
"user55";2520727;1.0
"user55";2520727;2.0
"user55";2520724;1.0
"user55";1105923;2.0
"user55";1105923;1.0
"user55";1105923;3.0
"user55";1105923;4.0
"user55";1105923;1.5
"user55";1115042;5.0
"user55";1115042;2.0
"user55";1115042;2.5
"user55";1116975;3.0
"user55";1116975;4.0
"user55";1116975;2.0
"user55";1116975;3.0
"user55";1116975;2.0
"user55";130627;2.0
"user55";130627;2.0
"user55";130627;4.0
"user55";130627;1.0
"user55";130627;2.0
"user55";141060;4.0
"user55";141060;3.0
"user55";2390047;2.0
"user55";2390047;3.0
"user55";2499601;3.0
"user55";2499601;2.0
"user55";2499601;1.0
"user55";1213549;2.0
"user55";1213549;4.0
"user55";1213549;2.0
"user55";1304737;5.0
"user55";1304737;5.0
"user55";1304737;5.0
"user55";1304737;2.0
"user55";1304880;1.0
"user55";1304880;2.0
"user55";1304880;5.0
"user55";1304880;3.0
"user55";2520872;4.0
"user55";2520872;3.5
"user55";2520872;4.0
"user55";2520872;5.0
"user55";2520872;2.0
"user55";2458655;3.0
"user55";2458655;2.0
"user55";1922774;1.0
"user55";1922774;3.0
"user55";1922774;1.0
"user55";1922774;2.0
"user55";665099;5.0
"user55";665099;3.0
"user55";665099;1.0
"user55";2520676;5.0
"user55";130602;1.0
"user55";130602;1.0
"user55";130602;3.0
"user55";130602;2.0
"user55";130602;5.0
"user55";2521080;3.0
"user55";2521080;4.0
"user55";2521080;4.0
"user55";2521080;2.0
"user55";2521080;4.0
"user55";2502227;5.0
"user55";2502227;2.0
"user55";132183;1.0
"user55";132183;3.0
"user55";132183;3.5
"user55";2373360;1.0
"user55";2373360;1.0
"user55";2373360;3.0
"user55";806322;2.0
"user55";806322;3.0
"user55";806322;1.0
"user55";806322;2.0
"user55";806322;3.0
"user55";2520764;1.0
"user55";2520764;3.0
"user55";2520764;1.0
"user55";2520764;1.0
"user55";1845253;2.0
"user55";1845253;3.0
"user55";1845253;5.0
"user55";1845253;1.0
"user55";1845253;3.0
"user55";745873;1.0
"user55";130778;5.0
"user55";130778;4.0
"user56";2520807;4.0
"user56";2520807;3.0
"user56";129838;5.0
"user56";129838;4.0
"user56";129838;3.0
"user56";129838;5.0
"user56";2028176;5.0
"user56";315921;5.0
"user56";2520717;2.0
"user56";131607;1.0
"user56";131607;5.0
"user56";131607;4.0
"user56";1595111;1.5
"user56";1595111;3.0
"user56";1595111;2.0
"user56";1595111;1.0
"user56";1595111;4.0
"user56";2520930;2.0
"user56";2520930;4.5
"user56";132216;4.0
"user56";132216;1.0
"user56";132216;5.0
"user56";132216;4.0
"user56";132216;1.0
"user56";987629;4.0
"user56";987629;3.0
"user56";987629;1.0
"user56";2520463;4.0
"user56";2520463;5.0
"user56";2520463;3.0
"user56";2520463;5.0
"user56";2373420;5.0
"user56";2373420;5.0
"user56";2373420;2.0
"user56";2490270;5.0
"user56";2490270;2.0
"user56";2401910;1.0
"user56";2401910;5.0
"user56";2401910;5.0
"user56";1605009;5.0
"user56";1605009;3.0
"user56";2521052;4.0
"user56";2369638;2.0
"user56";2369638;5.0
"user56";2369638;4.0
"user56";2521009;2.0
"user56";2521009;2.0
"user56";2521009;3.0
"user56";2520969;4.0
"user56";2520969;1.0
"user56";2425449;3.0
"user56";2425449;2.0
"user56";2355791;1.0
"user56";2355791;5.0
"user56";2355791;5.0
"user56";131956;2.0
"user56";131956;3.0
"user56";131956;3.0
"user56";131956;5.0
"user56";130851;5.0
"user56";130851;1.5
"user56";130851;5.0
"user56";130851;4.0
"user56";130851;1.0
"user56";304790;4.0
"user56";304790;4.0
"user56";304790;2.0
"user56";304790;4.0
"user56";250330;4.0
"user56";250330;4.0
"user56";250330;5.0
"user56";250330;1.0
"user56";250330;1.5
"user56";1945506;2.0
"user56";1945506;4.0
"user57";2509870;2.0
"user57";2509870;5.0
"user57";2509870;1.0
"user57";2509870;3.0
"user57";2509870;4.0
"user57";650452;1.0
"user57";650452;4.0
"user57";650452;5.0
"user57";650452;4.0
"user57";650452;4.0
"user57";690984;3.0
"user57";690984;5.0
"user57";690984;5.0
"user57";690984;5.0
"user57";690984;5.0
"user57";2520733;1.5
"user57";2520733;3.0
"user57";2520733;3.0
"user57";2520733;4.0
"user57";2520733;5.0
"user57";2520920;4.0
"user57";2520920;4.0
"user57";2520920;4.0
"user57";595468;5.0
"user57";595468;1.0
"user57";595468;3.0
"user57";595468;3.0
"user57";2422646;5.0
"user57";130722;5.0
"user57";130722;2.0
"user57";130722;1.0
"user57";2520653;5.0
"user57";2520653;5.0
"user57";2520653;5.0
"user57";2520653;5.0
"user57";2520653;4.0
"user57";987839;4.0
"user57";987839;1.0
"user57";987839;5.0
"user57";987839;5.0
"user57";987839;3.0
"user57";130414;1.5
"user57";130414;4.0
"user57";129931;2.0
"user57";129931;4.0
"user57";129931;5.0
"user57";129931;4.0
"user57";2521042;2.5
"user57";2521042;5.0
"user57";2521042;1.0
"user57";127643;1.0
"user57";127643;3.0
"user57";127643;2.0
"user57";2452135;1.0
"user57";2452135;1.0
"user57";2521034;2.0
"user57";2521034;1.0
"user57";2521034;1.0
"user57";2520688;4.0
"user57";2520688;4.0
"user57";748018;2.0
"user57";748018;2.0
"user57";748018;2.0
"user57";748018;3.0
"user57";2034433;4.0
"user57";2034433;4.0
"user57";2034433;1.0
"user57";2034433;1.0
"user57";1605927;3.0
"user57";1605927;2.0
"user57";1605927;5.0
"user57";132577;3.0
"user57";132577;4.0
"user57";2520682;2.5
"user57";2520682;3.0
"user57";2520682;5.0
"user57";2520682;3.0
"user57";2520682;3.0
"user57";1113537;3.0
"user57";1113537;4.0
"user57";132590;4.0
"user57";132590;4.0
"user57";132590;4.0
"user57";132590;2.0
"user58";129731;2.0
"user58";129731;2.0
"user58";129731;5.0
"user58";2521021;2.0
"user58";2521021;4.0
"user58";2521021;4.0
"user58";2521021;4.0
"user58";2520997;4.0
"user58";2520997;3.0
"user58";2039869;3.5
"user58";2039869;2.0
"user58";2039869;4.0
"user58";2039869;1.0
"user58";2039869;3.0
"user58";1291408;2.0
"user58";1291408;4.0
"user58";1291408;2.0
"user58";1291408;5.0
"user58";1291408;1.0
"user58";2520786;3.0
"user58";2520786;1.0
"user58";2520786;4.0
"user58";2520786;4.0
"user58";130214;1.0
"user58";130214;2.0
"user58";131331;4.0
"user58";131331;1.0
"user58";131331;4.0
"user58";131331;4.0
"user58";130436;1.0
"user58";761264;3.0
"user58";735749;1.0
"user58";735749;1.0
"user58";735749;1.0
"user58";735749;1.0
"user58";132184;4.5
"user58";132184;3.0
"user58";132184;1.0
"user58";132184;3.0
"user58";132184;3.0
"user58";2520668;4.0
"user58";2521019;1.0
"user58";2521019;3.0
"user58";2521019;3.0
"user58";1013559;2.0
"user58";1013559;1.0
"user58";1013559;1.5
"user58";1013559;2.0
"user58";2521018;5.0
"user58";2521018;1.0
"user58";130902;3.5
"user58";130902;2.0
"user58";2524325;3.0
"user58";2524325;4.0
"user58";2524325;5.0
"user58";2524325;5.0
"user58";1836300;1.0
"user58";2520981;1.0
"user58";2520981;2.0
"user58";2520981;1.0
"user58";1603336;4.0
"user58";1603336;3.0
"user58";1603336;4.0
"user58";1603336;2.0
"user58";250252;2.0
"user58";250252;1.5
"user58";250252;1.0
"user58";250252;1.0
"user58";250252;5.0
"user58";130170;5.0
"user58";130170;1.0
"user58";130170;2.0
"user58";130170;4.0
"user58";1849841;1.0
"user58";1849841;4.5
"user58";1849841;3.0
"user58";2416112;4.0
"user58";2416112;2.0
"user58";2416112;5.0
"user59";1019182;5.0
"user59";1019182;5.0
"user59";1019182;5.0
"user59";2497537;5.0
"user59";2497537;4.5
"user59";586576;4.0
"user59";586576;3.5
"user59";586576;2.5
"user59";586576;3.0
"user59";2520948;3.0
"user59";140665;2.0
"user59";140665;4.0
"user59";985361;4.0
"user59";141363;5.0
"user59";141363;1.0
"user59";141363;2.0
"user59";141363;2.0
"user59";1750737;5.0
"user59";1750737;4.0
"user59";1750737;4.0
"user59";1750737;2.0
"user59";1750737;3.0
"user59";2520465;2.0
"user59";2520465;2.0
"user59";2017155;4.0
"user59";2017155;5.0
"user59";2017155;5.0
"user59";2017155;3.0
"user59";2017155;4.0
"user59";753954;2.0
"user59";2503125;1.0
"user59";2503125;1.0
"user59";2503125;4.5
"user59";2520993;4.0
"user59";2520993;1.0
"user59";2520993;5.0
"user59";2520993;5.0
"user59";130301;4.0
"user59";130301;5.0
"user59";2469946;4.5
"user59";2469946;1.0
"user59";2469946;3.0
"user59";2469946;3.0
"user59";2469946;1.0
"user59";130158;3.0
"user59";130158;1.0
"user59";130158;4.0
"user59";130158;1.0
"user59";130158;2.0
"user59";2376250;1.0
"user59";2376250;3.0
"user59";2376250;3.0
"user59";2376250;4.0
"user59";2376250;3.0
"user59";1364529;3.0
"user59";2520804;2.5
"user59";131519;1.0
"user59";131519;1.0
"user59";131519;3.0
"user59";131519;3.5
"user59";131519;5.0
"user60";699241;3.0
"user60";2481950;4.0
"user60";2481950;5.0
"user60";2481950;3.0
"user60";2481950;2.0
"user60";2481950;2.0
"user60";1978418;5.0
"user60";1978418;2.0
"user60";1978418;5.0
"user60";2440925;5.0
"user60";2440925;5.0
"user60";2440925;1.0
"user60";2440925;3.0
"user60";2440925;4.0
"user60";1148818;1.0
"user60";292045;4.0
"user60";292045;1.0
"user60";292045;1.0
"user60";292045;1.0
"user60";292045;5.0
"user60";2518733;4.0
"user60";2518733;2.0
"user60";2518733;5.0
"user60";2520872;5.0
"user60";2520872;4.5
"user60";130210;3.0
"user60";130210;4.0
"user60";130210;5.0
"user60";130210;4.0
"user60";130210;1.0
"user60";128021;3.0
"user60";128021;4.0
"user60";1114969;3.0
"user60";1114969;2.0
"user60";1114969;4.0
"user60";1114969;4.5
"user60";630748;1.0
"user60";630748;2.0
"user60";2373224;3.5
"user60";2373224;2.0
"user60";2384290;5.0
"user60";2384290;3.0
"user60";2384290;5.0
"user60";2384290;2.5
"user60";2384290;1.0
"user60";129815;3.0
"user60";129815;1.0
"user60";129815;1.5
"user60";129815;4.0
"user60";129815;2.0
"user60";141933;1.0
"user60";141933;3.0
"user60";2520707;5.0
"user60";2520707;1.0
"user60";2520707;1.0
"user60";2520707;2.5
"user60";2520707;2.0
"user60";132580;1.5
"user60";132580;1.0
"user60";132580;3.0
"user60";2446566;5.0
"user60";2446566;3.0
"user60";2446566;3.0
"user60";827515;4.0
"user60";987071;3.0
"user60";987071;3.5
"user60";987071;1.0
"user60";987071;1.5
"user60";1366100;1.0
"user60";1366100;4.5
"user60";1366100;2.0
"user60";1366100;1.0
"user60";987625;1.0
"user60";987625;5.0
"user60";2521021;5.0
"user60";2521021;4.0
"user60";2521021;1.0
"user60";129898;1.0
"user60";129898;4.0
"user60";129898;3.0
"user60";250466;2.5
"user60";127377;1.0
"user60";127377;2.0
"user60";2520969;4.0
"user60";987609;3.0
"user60";987609;1.0
"user60";987609;3.0
"user60";987609;5.0
"user61";132241;4.0
"user61";132241;2.0
"user61";132241;4.5
"user61";132241;3.0
"user61";130211;4.0
"user61";130211;1.0
"user61";130211;4.0
"user61";129760;5.0
"user61";129760;1.0
"user61";129760;3.0
"user61";129760;3.0
"user61";129760;5.0
"user61";985142;2.0
"user61";985142;1.0
"user61";2505024;5.0
"user61";2505024;4.0
"user61";2505024;2.0
"user61";2505024;4.0
"user61";2505024;2.0
"user61";126480;3.0
"user61";126480;3.0
"user61";2390040;2.0
"user61";2390040;4.0
"user61";2390040;4.0
"user61";2390040;4.0
"user61";2390040;3.0
"user61";1202753;2.0
"user61";1202753;3.0
"user61";1202753;3.0
"user61";1202753;5.0
"user61";2520717;5.0
"user61";586753;1.5
"user61";586753;5.0
"user61";586753;1.0
"user61";586753;3.5
"user61";2520960;2.0
"user61";1726106;4.0
"user61";129927;5.0
"user61";129927;3.0
"user61";2520656;1.0
"user61";2520656;1.0
"user61";2520656;2.0
"user61";2520656;1.0
"user61";1304395;3.0
"user61";1304395;4.0
"user61";1304395;2.0
"user61";1304395;2.0
"user61";1304395;2.0
"user61";1982446;5.0
"user61";1982446;1.0
"user61";1982446;4.5
"user61";486625;4.0
"user61";486625;4.5
"user61";486625;2.5
"user61";132590;5.0
"user61";132590;1.0
"user61";132590;4.0
"user61";132590;2.0
"user61";132421;2.0
"user61";132421;3.0
"user61";132421;2.0
"user61";132421;2.0
"user61";132421;5.0
"user61";513291;1.0
"user61";513291;3.0
"user61";513291;2.0
"user61";513291;2.0
"user61";513291;5.0
"user61";1105926;3.0
"user61";1105926;5.0
"user61";1105926;3.0
"user61";1105926;3.5
"user61";2508811;4.0
"user61";2508811;1.0
"user61";2508811;5.0
"user61";2508811;1.0
"user61";1304455;5.0
"user61";1304455;3.0
"user61";814237;1.0
"user61";814237;4.0
"user61";814237;1.0
"user61";814237;4.0
"user61";2503242;3.0
"user61";2503242;1.0
"user61";250466;1.0
"user61";250466;3.0
"user61";250466;4.5
"user61";1742496;4.0
"user62";2520731;2.0
"user62";2520731;3.0
"user62";2520731;5.0
"user62";2520731;2.0
"user62";2520731;2.0
"user62";130155;3.0
"user62";1019223;2.0
"user62";1019223;5.0
"user62";130623;5.0
"user62";130623;2.0
"user62";699241;3.0
"user62";132590;5.0
"user62";132590;2.0
"user62";132590;2.0
"user62";132590;4.0
"user62";132590;2.0
"user62";129906;5.0
"user62";129906;3.0
"user62";129906;3.0
"user62";130232;1.0
"user62";130232;1.5
"user62";130232;1.0
"user62";130232;1.0
"user62";130232;4.0
"user62";1253279;3.0
"user62";1253279;3.0
"user62";1013999;5.0
"user62";1013999;1.0
"user62";1013999;4.0
"user62";1013999;3.0
"user62";2402981;4.0
"user62";2402981;3.0
"user62";2402981;5.0
"user62";2402981;2.0
"user62";781031;2.5
"user62";781031;5.0
"user62";781031;3.0
"user62";781031;1.0
"user62";781031;4.0
"user62";2520939;4.0
"user62";2520939;1.0
"user62";2520939;1.0
"user62";2520655;4.0
"user62";132216;3.0
"user62";132216;2.0
"user62";132216;5.0
"user62";132216;4.0
"user62";1304455;1.0
"user62";1304455;2.0
"user62";1304455;2.0
"user62";1304455;4.0
"user62";1304455;3.0
"user62";805403;5.0
"user62";1093200;1.0
"user62";675103;3.0
"user62";675103;2.0
"user62";675103;3.0
"user62";1684988;1.0
"user62";1684988;2.0
"user62";1684988;5.0
"user62";1684988;4.0
"user62";348804;4.0
"user62";561681;3.0
"user62";2037020;5.0
"user62";781031;1.0
"user62";781031;2.0
"user62";781031;3.0
"user62";1152742;5.0
"user62";1152742;1.0
"user62";1152742;2.0
"user62";1152742;4.0
"user62";1152742;4.0
"user62";2525627;4.5
"user62";2525627;3.0
"user62";2525627;1.0
"user62";2525627;3.0
"user62";130581;1.0
"user62";130581;4.0
"user62";130581;5.0
"user62";130581;4.5
"user62";130581;4.0
"user62";131727;3.0
"user63";1304353;5.0
"user63";1304353;2.0
"user63";1304353;1.0
"user63";2503242;1.0
"user63";2503242;5.0
"user63";2503242;1.0
"user63";2503242;4.0
"user63";2452135;1.0
"user63";2452135;3.0
"user63";2452135;1.0
"user63";2452135;5.0
"user63";2433579;2.0
"user63";2433579;1.0
"user63";2433579;4.0
"user63";1938806;5.0
"user63";1938806;3.0
"user63";1938806;3.0
"user63";1938806;1.0
"user63";1938806;5.0
"user63";126534;2.0
"user63";126534;3.0
"user63";126534;1.0
"user63";126534;2.5
"user63";126534;2.0
"user63";2520764;2.0
"user63";2520764;3.0
"user63";2520764;4.0
"user63";2520764;1.0
